1.匿名的用户 ID ,2.使用者的当前位置信息 ,3.使用者的上车位置信息 ,4.使用者的下车位置信息 ,5.使用者的出发地位置信息(订单里面设定的出发地) ,6.结果对象信息 ,7.订单发起时间 ,8.订单结束时间 
2971567461183,"123.462439,41.803743","123.46427719449,41.803295992819","123.36847186534,41.87056143294","中街|沈阳小商品大世界古玩市场对面,123.46446,41.80287","于洪区|美的城(赤山路),123.359945,41.867369",2018/8/8 16:48,2018/8/8 17:53
2972227208100,"123.479336,41.826023","123.47943061073,41.824520196766","123.45894140754,41.833806471682","北海|华润万家(联合路店),123.479447,41.825778","乐购(长客店),123.459123,41.834365",2018/8/8 12:50,2018/8/8 13:04
2982082912033,"123.36898,41.803162","123.36907961573,41.802947139789","123.35018261168,41.786393620879","兴顺|鑫丰馨园-东南门,123.3691,41.80284","兴顺|唯宠会,123.35023,41.7862",2018/8/8 12:50,2018/8/8 13:03
2986304475970,"123.426458,41.785379","123.42669008049,41.78528866878","123.44376010827,41.72798236148","南三经街|领事馆绿地-东门北侧,123.42657,41.78542","浑南区|锦园,123.441138,41.726134",2018/8/8 10:21,2018/8/8 10:44
2998661618662,"123.407161,41.750804","123.41702407534,41.741277876998","123.40614378454,41.747601495393","南堤西路/秀岛路(路口)西南侧,123.41624,41.74241","中国工商银行(沈阳东长白支行),123.40614,41.74761",2018/8/8 16:35,2018/8/8 16:47
3008856010516,"123.411601,41.930338","123.41116861979,41.930020073785","123.43020833333,41.93140109592","道义社区卫生服务中心,123.4112,41.93004","沈北新区|中国铁建梧桐苑,123.430499,41.930828",2018/8/8 9:03,2018/8/8 9:08
3019997253876,"123.41171,41.735177","123.41041988353,41.735305622332","123.40198938027,41.745447640288","沈阳市和平区沈水湾社区卫生服务中心,123.41041,41.73533","好利来(长白店大润发店),123.40183,41.74556",2018/8/8 6:45,2018/8/8 7:02
3027694521521,"123.371457,41.827159","123.37063067536,41.827347528479","123.38052498071,41.796873485006","明廉|黎明昆山苑-西门,123.37071,41.82728","云峰|巴塞罗那-一期,123.38063,41.79664",2018/8/8 8:27,2018/8/8 8:58
3038798157919,"123.384667,41.811851","123.38381967803,41.811489637266","123.3772557777,41.813446331733","霁虹|新湖明珠城-西门西南侧,123.38391,41.81155","铁西区|北一路茶城,123.37581,41.8152",2018/8/8 15:57,2018/8/8 16:11
3043483064299,"123.397192,41.923355","123.39842440644,41.922881514869","123.43804245199,41.931941996696","道义|沈阳沈北沈医医院,123.39737,41.92356","沈北新区|融创唐轩·北廷,123.437949,41.930852",2018/8/8 19:25,2018/8/8 19:34
3056713274378,"123.387822,41.779475","123.38840386285,41.779411078559","123.37828097873,41.77853108724","太原南街|刘名记全羊馆(南八马路店),123.38825,41.77941","兴工|飞翔路8号,123.37818,41.7781",2018/8/8 12:08,2018/8/8 12:17
3056746631278,"123.308727,41.802912","123.37031741375,41.793725596435","123.36202814383,41.774825534012","云峰|万象汇购物中心,123.37296,41.79538","中国医科大学附属盛京医院滑翔院区,123.361926,41.773252",2018/8/8 10:54,2018/8/8 11:11
3057555081053,"123.469446,41.7031","123.46974049121,41.703342966316","123.44263552805,41.730601356311","双深路|伸伸旭日超市,123.46941,41.70319","浑南区|首创·自在天地C座,123.44697,41.73455",2018/8/8 8:01,2018/8/8 8:26
3058118234550,"123.371789,41.829514","123.37195994303,41.829446917245","123.37791140567,41.815126452952","昆山西路|京福华肥牛(塔湾店),123.37197,41.82948","铁西区|万达广场C(景星北街),123.377848,41.813723",2018/8/8 2:35,2018/8/8 2:43
3088812934753,"123.380071,41.795449","123.38020589193,41.795419650608","123.45137586806,41.712813042535","中国建设银行(沈阳云峰街储蓄所),123.38012,41.79542","长白|外滩叁号,123.40686,41.74551",2018/8/8 21:41,2018/8/8 22:16
3111249905765,"123.481447,41.744625","123.48145478705,41.744855332007","123.42161830384,41.688299757154","朗月街|西塔斗牛家烧烤(朗月店),123.48153,41.74463","白塔堡|斗牛家烧烤(沈营白塔店),123.421385,41.688024",2018/8/8 14:10,2018/8/8 14:41
3122679390432,"123.488232,41.731003","123.48818522135,41.730615234375","123.5269148763,41.750034179688","汇泉东路|嘉华新城西区-南门,123.48821,41.73062","浑南区|东亚·国际城,123.52615,41.74835",2018/8/8 15:46,2018/8/8 15:59
3126053439040,"123.430096,41.731673","123.42925998264,41.731667209201","123.45988633898,41.731431206597","浑南西路|万锦香樟树对面,123.42997,41.73174","营盘街-地铁站,123.45652,41.7313",2018/8/8 14:52,2018/8/8 15:15
3129629355083,"123.453789,41.68429","123.45380302407,41.684419506912","123.49328342239,41.683653867735","全运路|恒大御峰(建设中),123.45243,41.68485","浑南区|泰奕桃源,123.49946,41.68559",2018/8/8 12:13,2018/8/8 12:30
3133040958002,"123.429786,41.895562","123.42994589869,41.895472853841","123.39753669908,41.936724584775","梅江街|荣盛城售楼中心,123.429324,41.895355","道义|人杰水岸3期,123.39823,41.93966",2018/8/8 12:38,2018/8/8 12:54
3173843536370,"123.450662,41.80717","123.45164686415,41.808073459201","123.41624945747,41.800899522569","小北|成大方圆新药特药(广宜分店),123.45141,41.80806","和平区|招生考试通讯杂志社,123.41626,41.80078",2018/8/8 9:22,2018/8/8 9:51
3175284483720,"123.421806,41.787217","123.42085824389,41.786875463798","123.39279503927,41.777294317422","云集|水映江南菜馆,123.42194,41.78718","集贤|新华广场,123.397221,41.777065",2018/8/8 14:33,2018/8/8 14:53
3177356728723,"123.422077,41.813197","123.42067314369,41.812123287017","123.37699489236,41.827253053499","北市|沈阳市肛肠医院-南一门,123.42191,41.81215","皇姑区|中海·寰宇天下A区,123.377769,41.826396",2018/8/8 16:09,2018/8/8 16:29
3179333420203,"123.401991,41.748873","123.40221652561,41.74887125651","123.42472005208,41.752917751736","招商银行(沈阳长白支行),123.40235,41.74891","和平区|御景新世界-2岗,123.42482,41.75265",2018/8/8 17:15,2018/8/8 17:38
3179696952201,"123.397507,41.743845","123.39722949378,41.744178678806","123.4005706866,41.792407361795","长白|莉瑶食府,123.39725,41.74425","太原街|中兴沈阳商业大厦(集团)股份有限公司,123.400837,41.79299",2018/8/8 19:03,2018/8/8 19:23
3179780907747,"123.461846,41.677899","123.46281333522,41.67794025215","123.48941824091,41.690053145201","辽宁省博物馆-东门西侧,123.46165,41.67801","浑南区|沈阳新松机器人自动化股份有限公司,123.48881,41.68739",2018/8/8 12:34,2018/8/8 12:43
3236178891579,"123.432652,41.781","123.43289781566,41.780966662538","123.44250975503,41.770497396706","山东庙|香蕊珍娜美容会馆,123.43263,41.781","陆军总院东门-公交站,123.44271,41.769451",2018/8/8 10:23,2018/8/8 10:33
3247908917490,"123.425027,41.776796","123.42509585532,41.777632287669","123.34967729137,41.790761886255","文艺路|鲁园古玩城-南门对面,123.42507,41.77765","保工|南十中路,123.34918,41.79095",2018/8/8 18:03,2018/8/8 18:44
3268635854285,"123.436339,41.8162","123.43580144333,41.816195606183","123.47729034771,41.763458886758","如家精选酒店(沈阳北站南广场店),123.435842,41.815784","沈河区|溪林花园,123.47631,41.76266",2018/8/8 11:49,2018/8/8 12:23
3275381149342,"123.483795,41.79106","123.48577314709,41.797402460574","123.53668469096,41.81992156774","滂江街|城建·东逸花园-东四门对面,123.48374,41.7914","沈河区|高官家园,123.534895,41.818903",2018/8/8 5:24,2018/8/8 5:40
3283072594384,"123.47168,41.796972","123.47381243303,41.797913313151","123.42150645101,41.789877299088","大东路|天龙家园-南门,123.47374,41.79787","和平区|皇城酒店写字间,123.42105,41.78959",2018/8/8 11:40,2018/8/8 12:14
3342541916758,"123.49015,41.884097","123.49039026752,41.8847976771","123.55449794268,41.945600565612","文官|沈阳广角科技发展有限公司-东南门南侧,123.49014,41.88408","大东区|德科斯米尔新厂,123.553009,41.945632",2018/8/8 6:27,2018/8/8 6:43
3356353430285,"123.374661,41.822129","123.37515543178,41.82147527671","123.40860145168,41.827016074593","明廉东路|中海·寰宇天下D区-南门,123.37521,41.82142","黄河|经典生活,123.40861,41.82766",2018/8/8 12:27,2018/8/8 12:47
3395165823247,"123.400691,41.777786","123.40024523717,41.777950580821","123.37841731379,41.815028060542","集贤|沈阳市和平区人民法院,123.40012,41.77791","铁西区|万达广场(沈阳北一路店),123.380082,41.813634",2018/8/8 16:31,2018/8/8 17:06
3412240237396,"123.450347,41.787944","123.44979437934,41.787959798177","123.41019259983,41.804632703993","小南|肯德基(热闹店),123.45054,41.78813","汉庭酒店(沈阳西塔店),123.410744,41.804714",2018/8/8 15:20,2018/8/8 16:00
3475072354799,"123.419499,41.831779","123.41965632359,41.831839219451","123.4210450506,41.838762713947","广发银行(黄河支行),123.41979,41.83185","泰山路|北陵公园-D口,123.425095,41.838696",2018/8/8 8:45,2018/8/8 8:59
3475130619559,"123.471304,41.782416","123.47235938279,41.782695959503","123.54509723694,41.812639620934","万莲|中国光大银行(沈阳东顺支行)对面,123.47244,41.78269","沈河区|风行汽车特约服务站,123.54495,41.81242",2018/8/8 12:32,2018/8/8 12:54
3498442824668,"123.401437,41.782746","123.40145453559,41.782878689236","123.40541042752,41.817065700955","五环运动商城(民主路店),123.40136,41.78307","亚明|英勇联盟星际网咖(珠江店),123.405234,41.817214",2018/8/8 13:50,2018/8/8 14:11
3504065357033,"123.42432,41.868949","123.42482069227,41.86939046224","123.44417100694,41.816482204861","兰庭园二期-北二门,123.42478,41.86933","沈阳北站,123.435969,41.819178",2018/8/8 15:18,2018/8/8 15:40
3529617060447,"123.487299,41.743466","123.48732111949,41.743915792828","123.48792127845,41.77290447996","朗日街|慧缘馨村-西门,123.4872,41.7433","沈河区|长青街与文萃路交叉口,123.49458,41.76316",2018/8/8 15:50,2018/8/8 16:06
3557943157997,"123.567806,41.937233","123.56697918074,41.937392371111","123.59602977088,41.92898660597","沈北路|沈阳东方昆仑不锈钢工业有限公司,123.56712,41.93693","沈北新区|泰盈七里香堤(东北门),123.59607,41.92901",2018/8/8 21:49,2018/8/8 21:59
3570548873747,"123.496765,41.750655","123.49556185378,41.751107198356","123.44327364346,41.727570410245","南堤中路|华润·奉天九里-北门,123.49546,41.75106","浑南区|锦园,123.441138,41.726134",2018/8/8 18:51,2018/8/8 19:13
5000027782398,"121.447329,28.647227","123.44828499634,41.797006600092","123.38832439498,41.772528065288","怀远门B口,123.44812,41.79715","砂山|俪兹国际花园,123.38876,41.77214",2018/8/8 20:47,2018/8/8 21:15
5000028631250,"123.474423,41.78191","123.47705474947,41.778690110597","123.51353795412,41.748193007298","万莲|万泉商务大厦-西南门西北侧,123.47407,41.78145","浑南区第五小学,123.515235,41.750361",2018/8/8 19:17,2018/8/8 19:49
5000029092938,"123.420824,41.773133","123.4197416431,41.773484370426","123.2965937344,41.834163319902","文化路|沈阳市青少年宫西侧,123.42071,41.77305","于洪区|红旗石材城-五门,123.29341,41.83382",2018/8/8 16:53,2018/8/8 17:52
5000035077464,"123.437929,41.755225","123.43699671885,41.75624411799","123.36090152562,41.813605972543","青年大街|皇朝万鑫国际大厦C座东北侧,123.43794,41.75503","保工|沈阳宝马世界,123.36026,41.81377",2018/8/8 16:48,2018/8/8 17:48
5000035654542,"123.356844,41.800957","123.35692708333,41.801312934028","123.3834757487,41.838481445313","保工|翡翠之光销售中心,123.35741,41.80119","皇姑区|炮司小区,123.38298,41.83898",2018/8/8 14:49,2018/8/8 15:07
5000041127799,"123.413819,41.96453","123.41253200955,41.964940863715","123.42885036892,41.919392632378","盛京大街|方特欢乐世界停车场(出入口),123.413819,41.96453","道义|青年派,123.426509,41.919387",2018/8/8 13:55,2018/8/8 14:08
5000043923957,"123.43705,41.817519","123.38080410674,41.796921356817","123.36580216227,41.761274248511","云峰北街-D口,123.3812,41.796856","城东湖|紫郡城西区(3号门),123.361301,41.762167",2018/8/8 20:08,2018/8/8 20:24
5000046328849,"123.376794,41.832113","123.37673430174,41.832308630407","123.36022638249,41.860112333451","塔南公园-公交站,123.37686,41.83223","于洪区|中铁·丁香水岸,123.359273,41.863097",2018/8/8 8:31,2018/8/8 8:48
5000056160200,"123.408486,41.903831","123.40708781484,41.90495440432","123.42989837615,41.832348318973","香树湾-北门,123.40711,41.90503","辽宁中医药大学(崇山东路),123.434537,41.831615",2018/8/8 17:26,2018/8/8 18:04
5000060357007,"123.409383,41.734353","123.40843803438,41.733821990686","123.36295994347,41.785193799967","滨河湾二期-西南门,123.40837,41.73364","兴华|都城大厦A座,123.363167,41.785228",2018/8/8 11:08,2018/8/8 11:41
5000061151133,"123.500286,41.686621","123.49957134667,41.685660325782","123.47462769199,41.67681128573","泰奕桃源-西门,123.49961,41.68571","浑南区|绿城全运村锦兰苑A区(东门),123.4747,41.67681",2018/8/8 10:38,2018/8/8 10:45
5000062209452,"123.451178,41.784555","123.45181911754,41.78405937641","123.45974828056,41.788492077912","五爱市场|五爱深港客运商厦B座,123.45186,41.78415","滨河|沈阳市妇婴医院,123.4598,41.78868",2018/8/8 9:22,2018/8/8 9:33
5000063562887,"123.346639,41.819655","123.34848533732,41.818918160307","123.35785220827,41.803213539519","七路|阳光碧水园-南门,123.34862,41.81881","保工|车商时代名车广场,123.357464,41.803016",2018/8/8 8:28,2018/8/8 8:44
5000091329859,"123.501604,41.795727","123.50153814528,41.796226437754","123.4423693003,41.77027839135","长安路89号,123.50142,41.79584","辽宁省沈阳市沈河区陆军军区总医院口腔科(沈阳药科大学西南),123.44198,41.76661",2018/8/8 16:16,2018/8/8 16:48
5000098563956,"123.410125,41.821555","123.41020182292,41.821233995226","123.39519666884,41.835869411892","黄河|快乐星幼儿园,123.41031,41.8213","怒江北街|苏堤春晓,123.39619,41.83719",2018/8/8 20:16,2018/8/8 20:31
5000105611572,"123.442763,41.795312","123.44245415582,41.795274793837","123.43672363281,41.818180881076","好到家快捷旅馆(大西店),123.4429,41.79546","沈阳北站,123.435969,41.819178",2018/8/8 11:52,2018/8/8 12:08
5000111456020,"123.432034,41.772771","123.43210562889,41.773050042117","123.42635882887,41.790660423125","文化路|胡大饭馆(沈阳分店),123.43217,41.77295","二经|V.V.酒吧,123.42646,41.79013",2018/8/8 20:12,2018/8/8 20:27
5000112766820,"123.464727,41.804298","123.46443695326,41.803908392331","123.43941037252,41.84532472738","大悦城(沈阳中街店),123.46806,41.80208","北陵|沈阳宾馆,123.43828,41.84721",2018/8/8 15:44,2018/8/8 16:11
5000117037114,"123.406008,41.946122","123.40562328762,41.945923939958","123.36721450528,41.858567988408","蒲河路|中国医科大学附属盛京医院沈北院区-南门东侧,123.404,41.94526","白山路|保利上林湾,123.366129,41.857983",2018/8/8 22:29,2018/8/8 23:01
5000125467366,"123.572868,41.959207","123.57110098546,41.959912479123","123.52004978829,42.045893460734","蒲河景观路与蒲河路交叉口,123.57313,41.95913","新城子中心大市场(天鹅街),123.520851,42.050734",2018/8/8 20:43,2018/8/8 21:00
5000126319997,"123.448476,41.801566","123.44743892433,41.801523203723","123.38602926603,41.798302277995","西顺城街|盛京银行ATM(沈河支行),123.44858,41.80161","霁虹|超燃烧烤(北三东路店),123.386132,41.798352",2018/8/8 21:59,2018/8/8 22:22
5000134560084,"123.369735,41.792165","123.36939536386,41.792294347646","123.37632745871,41.766749529017","云峰|原味斋烤鸭店(铁百店),123.36995,41.79207","凌空一街揽军路-公交站,123.376236,41.766476",2018/8/8 12:53,2018/8/8 13:13
5000136035250,"123.333906,41.93875","123.33465471163,41.938412491189","123.4383359805,41.946795148679","平罗中街-公交站,123.33465,41.93841","沈北新区|颐景蓝湾,123.435341,41.94586",2018/8/8 7:16,2018/8/8 7:39
5000152526726,"123.384223,41.789317","123.38328993056,41.789514431424","123.36647596571,41.803444552951","兴工|百万星光,123.383939,41.78938","天和人家(兴顺街),123.36664,41.80359",2018/8/8 23:41,2018/8/8 23:52
5000155538287,"123.282338,41.784449","123.2846500651,41.783491210937","123.27557996962,41.776746419271","张士小区-东门,123.28464,41.78349","铁西区|张士新居,123.27555,41.77675",2018/8/8 13:10,2018/8/8 13:26
5000155705092,"123.33277,41.774666","123.33396444114,41.775130302666","123.37081222106,41.771033505885","揽军路|宏发·石榴(东北门),123.33353,41.77515","滑翔|生日城超市,123.37066,41.77026",2018/8/8 6:33,2018/8/8 6:54
5000161137067,"123.391712,41.797738","123.39157883397,41.797885948422","123.39442299489,41.826277919113","沈阳站西广场-公交站路东,123.39155,41.79786","皇姑区|延河佳园,123.393583,41.825936",2018/8/8 13:55,2018/8/8 14:19
5000162706756,"123.438269,41.76659","123.43838650174,41.766384819878","123.44987494575,41.773712293837","文化路|三姐串店(总店),123.4385,41.76632","文艺路|辽宁省金秋医院,123.451756,41.774984",2018/8/8 20:12,2018/8/8 20:22
5000166643917,"123.35886,41.751425","123.35832780232,41.75210738341","123.39904302537,41.782337011947","城东湖|阳光100芒果城B2组团,123.35522,41.75164","民主|大润发(和平店),123.399119,41.782672",2018/8/8 19:38,2018/8/8 20:03
5000167187057,"123.496396,41.775809","123.49682752821,41.776471625434","123.45947482639,41.804328342014","方家栏|晴天汽车美容装饰会所NO.28,123.49685,41.77639","中街|1世界公寓,123.459715,41.803357",2018/8/8 16:15,2018/8/8 16:45
5000168791785,"123.426751,41.765058","123.42771490083,41.765376517703","123.45273664624,41.814360937868","文化路|联想商用旗舰店,123.42736,41.76528","小北手机交易市场,123.45254,41.81613",2018/8/8 13:51,2018/8/8 14:21
5000170596910,"123.288358,41.796791","123.28804668837,41.796789398452","123.1382755945,41.788165525805","东平湖街/沈大路(路口)东侧,123.2882,41.79657","新民市|胡台新城,123.15477,41.78963",2018/8/8 11:21,2018/8/8 11:50
5000170793048,"123.427692,41.771869","123.42837276801,41.771365994559","123.46994099526,41.719583036103","文化路|好利来(盛京二店),123.42814,41.771305","浑南区|中国电信(辽宁省电信公司),123.4701,41.71979",2018/8/8 12:21,2018/8/8 12:39
5000173902933,"123.496299,41.833355","123.49633206288,41.833296667795","123.43639205664,41.818111484642","联合路|世洲酒店,123.49631,41.83322","沈阳北站,123.435969,41.819178",2018/8/8 12:56,2018/8/8 13:17
5000176722665,"123.394016,41.93015","123.39292854497,41.929329592552","123.35760571484,41.895510874813","辽宁大学站地铁a出口,123.39318,41.92931","于洪区|融创融公馆,123.355636,41.894634",2018/8/8 8:40,2018/8/8 8:55
5000182632729,"123.483709,41.693931","123.48379262398,41.69406401444","123.45516705599,41.726760892743","高深东路|沈阳国际软件园F9-东北门西北侧,123.48332,41.69405","浑南区|麒麟超市,123.45518,41.72662",2018/8/8 16:55,2018/8/8 17:18
5000183579521,"123.146883,41.783041","123.14674066822,41.783278155082","123.3059862419,41.780801455107","假日欧洲-西门东侧,123.1478,41.7829","开发大道-地铁站,123.30522,41.78101",2018/8/8 8:52,2018/8/8 9:35
5000185529015,"123.392748,41.779164","123.39218309752,41.778266431643","123.42477916868,41.789051005436","南京南街与南八马路交叉口,123.3952,41.776772","和平区|沈阳市第七人民医院皮肤科,123.42472,41.78871",2018/8/8 15:37,2018/8/8 16:08
5000189716594,"123.531855,41.817586","123.53204586001,41.81696016431","123.5353336223,41.808879387768","红黄蓝幼儿园东南侧,123.53182,41.8176","沈河区|保利花园(东北门),123.536284,41.807493",2018/8/8 16:29,2018/8/8 16:41
5000190599684,"123.479695,41.787664","123.47978941307,41.78760633212","123.47670988568,41.828061481933","万莲|五矿·万泉公元,123.47968,41.78767","联合路|中国石化(北海街加油站),123.4772,41.8288",2018/8/8 16:46,2018/8/8 17:08
5000191325359,"123.450145,41.84918","123.4499858941,41.849084472656","123.41277777778,41.786840549045","陵东|东亚·翰林世家,123.449767,41.848443","马路湾|中国人民解放军第202医院,123.413083,41.786729",2018/8/8 6:58,2018/8/8 7:39
5000192414897,"123.403572,41.784189","123.40344200226,41.784343434417","123.51982095756,41.841290643336","民主|沈阳市全民健身中心-北1入口,123.403572,41.784189","陶瓷城|龙湖紫都城-二期,123.517488,41.843111",2018/8/8 2:16,2018/8/8 2:51
5000195275457,"123.414118,41.822884","123.41422120988,41.822907298115","123.45323647883,41.801475193465","黄河|中国建设银行(皇姑支行),123.41415,41.82286","中街-地铁站,123.461001,41.801344",2018/8/8 9:48,2018/8/8 10:16
5000199974980,"123.318908,41.787651","123.31938395182,41.786194932726","123.40663248698,41.916564670139","重工|百舜超市,123.31931,41.78611","道义|融创唐轩·公馆,123.40723,41.914771",2018/8/8 14:08,2018/8/8 14:35
5000209047468,"123.414749,41.802613","123.41462356177,41.80256702482","123.4282124556,41.78125405176","北八马路|中国工商银行(辽宁省分行),123.41414,41.80311","和平区|奚记音乐串吧(领事馆店),123.427981,41.781076",2018/8/8 17:31,2018/8/8 18:04
5000214163438,"123.394852,41.736424","123.39467404192,41.736675521563","123.39961006415,41.728729255255","长白|荷塘港式火锅西侧,123.39493,41.73653","长白|万科·鹿特丹(东南门),123.39975,41.728755",2018/8/8 17:07,2018/8/8 17:12
5000216909096,"123.44405,41.816632","123.44336443729,41.816560290368","123.4407597974,41.797017719213","沈阳北站|上海浦东发展银行(方圆支行),123.44354,41.81653","大西|天光社区,123.44073,41.79698",2018/8/8 16:57,2018/8/8 17:26
5000223434167,"123.225937,41.74081","123.22544742041,41.744837447904","123.24675187924,41.748964881985","十三号街|沈阳大明电工有限公司-东门,123.22536,41.74479","铁西区|太阳狮万丽酒店,123.24671,41.74906",2018/8/8 22:27,2018/8/8 22:37
5000227040158,"123.355918,41.814929","123.35611519454,41.814925513964","123.37812711717,41.815119193876","保工|四维羽网健身俱乐部,123.35604,41.815","铁西区|北一路万达广场-1号门,123.38147,41.813843",2018/8/8 14:34,2018/8/8 14:44
5000234606814,"123.435134,41.772329","123.43552774872,41.774174820124","123.49382939313,41.773336228899","工业展览馆-地铁站,123.43543,41.77415","方家栏路20号,123.49287,41.77354",2018/8/8 18:57,2018/8/8 19:18
5000240157448,"123.456605,41.720117","123.45674418594,41.720259705211","123.42134916518,41.677349063357","新隆街|君汇中心A座,123.45685,41.72036","浑南区|金石小镇(建设中),123.423308,41.677286",2018/8/8 15:54,2018/8/8 16:18
5000244058188,"123.477861,41.851763","123.47815889178,41.851991401704","123.41251450534,41.831886374776","怡园小区-西门,123.47818,41.85194","崇山|辽宁大学文化科技园,123.41188,41.83207",2018/8/8 12:35,2018/8/8 12:52
17592186371960,"123.523015,42.049514","123.52035596585,42.049881669077","123.51027238578,41.944336974124","新城子中心大市场(天鹅街),123.520851,42.050734","虎石台-公交站,123.509529,41.941284",2018/8/8 20:16,2018/8/8 20:49
17592188797864,"123.281141,41.784134","123.28215692517,41.782161991981","123.24017886024,41.786028926172","于洪区|张士小区-北门附近,123.28226,41.78379","铁西区|高明小区,123.23771,41.788067",2018/8/8 20:05,2018/8/8 20:19
17592192204431,"123.515144,41.838857","123.5152671894,41.838803137633","123.40608339835,41.80632229118","东方三路/观泉路(路口)西北侧,123.51536,41.83874","铁西区|沈铁·新光佳园,123.39192,41.814028",2018/8/8 21:09,2018/8/8 21:35
17592195160116,"123.487318,41.738334","123.48731228299,41.738230794271","123.45337863498,41.743929578993","朗日街银卡东路-公交站路东,123.48736,41.73803","东陵区|奥体中心-A口,123.454531,41.742848",2018/8/8 10:55,2018/8/8 11:12
17592195861385,"123.377725,41.893234","123.37749263183,41.8933444658","123.41657655529,41.95991936194","青城山路|德轩洗浴,123.37746,41.89333","道义|绿云先锋网咖,123.40131,41.92088",2018/8/8 14:45,2018/8/8 15:29
17592197246436,"123.389324,41.812491","123.38921626821,41.812577590896","123.45527550284,41.833377088145","北一东路65号-公交站路南,123.38894,41.81275","北塔|辽宁省政务服务中心,123.45556,41.83321",2018/8/8 5:59,2018/8/8 6:21
17592197518899,"123.347732,41.82188","123.3450930447,41.821579047309","123.38851752387,41.798838161892","瑞盛国际汽配城-北门,123.34506,41.82154","霁虹|光阴的故事(老歌吧兴工店),123.38836,41.79867",2018/8/8 11:01,2018/8/8 11:31
17592198879415,"123.324663,41.83874","123.32713163889,41.838396547685","123.40860328607,41.788367959651","广业西路|亨德士炸鸡汉堡(丁香店),123.32477,41.83882","和平区|当代程式,123.408963,41.787685",2018/8/8 15:04,2018/8/8 15:39
17592198959673,"123.460286,41.768307","123.45995310194,41.768540711105","123.43391510083,41.783666617124","天坛一街|兴业银行(南塔街支行),123.45998,41.76849","山东庙|彩电塔夜市,123.43298,41.785203",2018/8/8 17:29,2018/8/8 17:53
17592198997861,"123.457037,41.680302","123.45646260839,41.683755718829","123.41032502829,41.657729233499","全运路|沈阳创新天地-北门,123.45631,41.68383","浑南区|尚盈丽景西区(北门),123.41031,41.65778",2018/8/8 16:35,2018/8/8 16:55
17592205171197,"123.29768,41.79169","123.3029300331,41.790406781909","123.29762688459,41.842576292745","渤海路|依云首府(南门),123.302783,41.790567","于洪区|西湖俪景(南1门),123.29692,41.84267",2018/8/8 21:20,2018/8/8 21:43
17592213518362,"123.3971,41.854587","123.39807445043,41.855032721922","123.41134436331,41.787866992843","怒江北街|于洪区教师公寓-东门,123.39813,41.855","马路湾|中国人民解放军第二〇二医院,123.415033,41.786188",2018/8/8 9:22,2018/8/8 10:19
17592215303478,"123.450255,41.72084","123.45039109117,41.72060637282","123.4641411314,41.703521282549","浑南新区|沈阳伍享工业有限公司,123.450255,41.72084","浑南区|泰奕夏园,123.46475,41.70494",2018/8/8 18:25,2018/8/8 18:37
17592216289650,"123.379321,41.794618","123.43338378906,41.811249457465","123.41650065104,41.830312228733","哈尔滨路|私人订制量贩KTV(华府店),123.433382,41.811351","皇姑区|中远颐和丽园-南门,123.45488,41.82776",2018/8/8 17:15,2018/8/8 17:45
17592218201930,"123.414348,41.686026","123.41454124051,41.685913278915","123.38737379252,41.69620105195","全运路|三合鑫隆生鲜超市(浑南店),123.41458,41.68586","和平区|保利·茉莉公馆,123.38745,41.69629",2018/8/8 10:38,2018/8/8 10:49
17592232286223,"123.327941,41.740213","123.32826860363,41.740696410232","123.39778635508,41.793267439304","大连金广建设集团有限公司,123.32826,41.74076","云峰|铁西广场,123.371001,41.793301",2018/8/8 14:40,2018/8/8 15:24
17592269834587,"123.431402,41.863886","123.43199037106,41.865242945225","123.40941714764,41.795301269646","东油馨村-东门,123.43213,41.86523","中山广场|中国医科大学附属第一医院,123.411361,41.795556",2018/8/8 8:16,2018/8/8 9:07
17592269991695,"123.467395,41.803408","123.46795241911,41.803520144556","123.45007247359,41.7858073053","如家快捷酒店(沈阳中街大悦城沃尔玛店)对面,123.46813,41.80332","沈河区五爱市场南区深业美博艺展中心,123.45002,41.78564",2018/8/8 10:36,2018/8/8 10:58
17592271846085,"123.255474,41.740261","123.25567676434,41.740059411207","123.23775016345,41.720562395962","沈辽路|中南·世纪城-北门,123.25567,41.74003","辽宁省沈阳市铁西区天元特钢(开发二十二号路南),123.23764,41.72076",2018/8/8 23:36,2018/8/8 23:45
17592272624231,"123.491146,41.765115","123.49102192362,41.765634355227","123.39320574472,41.775949235812","和泰长青园-北门,123.49109,41.76558","一手店(新华店),123.39412,41.77672",2018/8/8 22:33,2018/8/8 22:56
17592273333100,"123.436864,41.775651","123.43668945312,41.776845431858","123.43318169488,41.785188530816","文艺路|香格里拉大酒店,123.436731,41.777572","山东庙|沃纳特服务式公寓,123.43333,41.785365",2018/8/8 1:13,2018/8/8 1:19
17592274213516,"123.380787,41.799276","123.38072048611,41.798850097656","123.37594590929,41.807175564236","小北三路云峰街-公交站,123.38059,41.79894","铁西区|星摩尔沈阳购物广场(出入口),123.37795,41.80812",2018/8/8 13:14,2018/8/8 13:22
17592275248021,"123.264175,41.766002","123.26373378176,41.765544868094","123.32867301514,41.658513353007","开发大路|采埃孚伦福德汽车系统公司,123.26373,41.76534","苏家屯区|早慧幼儿园,123.32866,41.65848",2018/8/8 21:54,2018/8/8 22:18
