1.匿名的用户 ID ,2.使用者的当前位置信息 ,3.使用者的上车位置信息 ,4.使用者的下车位置信息 ,5.使用者的出发地位置信息(订单里面设定的出发地) ,6.结果对象信息 ,7.订单发起时间 ,8.订单结束时间 
20873372,"123.358558,41.834229","123.35832478568,41.833033338665","123.41905995749,41.818525736515","中国工商银行(向工街支行),123.35909,41.83273","黄河|沈阳市第四人民医院-急诊,123.420513,41.820627",2018/8/8 8:19,2018/8/8 8:46
21907371,"123.460881,41.7197","123.45954901292,41.71920885643","123.41681041064,41.69020467313","世纪大厦-公交站路北,123.46052,41.71952","浑南区|郡原小石城E区,123.41618,41.68956",2018/8/8 13:56,2018/8/8 14:12
21975553,"123.326885,41.830692","123.32657463986,41.830080107524","123.38969476114,41.854465888775","北一西路|沈阳金谷-西南2门,123.32615,41.83015","白山路|万科四季花城-北二门,123.38966,41.8545",2018/8/8 15:39,2018/8/8 16:03
22275182,"123.328645,41.828056","123.32797441913,41.827486422886","123.38878330487,41.77545652288","七路|北一新村-东门附近,123.32819,41.82776","和平区法院-公交站,123.39067,41.775806",2018/8/8 11:56,2018/8/8 12:32
22422543,"123.409299,41.750915","123.4057971804,41.749516619705","123.45754244474,41.745147334938","长白四街/三好桥(路口)东侧,123.40567,41.74956","浑南区|沈阳国贸饭店,123.45379,41.74504",2018/8/8 19:54,2018/8/8 20:13
22750796,"123.340839,41.662337","123.3407888526,41.663151995548","123.34172017516,41.664148947289","龙柏路|穿越火锅新时空(旗舰店),123.34108,41.66257","临湖|河畔洗浴,123.3362,41.65512",2018/8/8 15:48,2018/8/8 15:51
23054776,"123.35378,41.757528","123.35412689225,41.756400796911","123.43389988732,41.776604572332","城东湖|城建·璞邸-西二门,123.35396,41.75652","文艺路|万象城(沈阳青年大街),123.43358,41.77637",2018/8/8 10:10,2018/8/8 10:48
23503801,"123.357627,41.75192","123.35744122659,41.751870930836","123.38107455123,41.787477411337","城东湖|辽宁省雕塑艺术学校,123.357618,41.751902","兴工|和谐大厦,123.379411,41.789968",2018/8/8 16:06,2018/8/8 16:29
23892712,"123.421594,41.876168","123.42175053384,41.876200940178","123.38857120883,41.876931099828","芙蓉山百货商场,123.42175,41.87615","于洪区|华邑世纪城-二期,123.38864,41.87686",2018/8/8 20:26,2018/8/8 20:37
24666415,"123.43575,41.758241","123.43784456644,41.755055012229","123.45226340089,41.79618104254","青年大街|沈阳皇朝万鑫酒店,123.4375,41.75439","中街|沈阳市沈河区人民法院,123.45238,41.79616",2018/8/8 0:42,2018/8/8 1:09
24880743,"123.432849,41.802076","123.43291204447,41.801506781677","123.3796392435,41.811137728429","青年大街|Forum66市府恒隆广场-西门,123.43294,41.80178","铁西区|鑫丰·雍景豪城一期,123.37957,41.81109",2018/8/8 9:33,2018/8/8 10:00
25098595,"123.436495,41.757159","123.43622215937,41.758537330125","123.43660680588,41.81825622111","五里河|沈阳丽都索菲特酒店,123.435942,41.757059","沈阳北站,123.435969,41.819178",2018/8/8 6:38,2018/8/8 7:00
25965602,"123.390427,41.782191","123.38996432082,41.781579654977","123.44014970178,41.770978063409","民族南街/南七马路(路口)西南侧,123.38979,41.78147","文化路|沈阳军区总医院(东北门),123.44034,41.77105",2018/8/8 7:04,2018/8/8 7:22
26246999,"123.356137,41.810832","123.35682725694,41.810622558594","123.38183837891,41.802615831163","保工|富云新都西区-西南1门,123.35675,41.81063","霁虹|红星美凯龙(铁西店),123.380852,41.804006",2018/8/8 9:21,2018/8/8 9:34
26728082,"123.324087,41.773115","123.32598653453,41.772714337865","123.34352324341,41.803841715627","沈辽路|国家电网国网(于洪供电营业厅),123.32635,41.77294","卫工|兴隆大都汇-北一门,123.34705,41.80387",2018/8/8 20:47,2018/8/8 21:04
26769711,"123.399033,41.746059","123.39842990451,41.745801052517","123.43244710286,41.761033528646","格林生活坊三期-南门,123.39869,41.74573","途家斯维登服务公寓(五里河店),123.4324,41.76111",2018/8/8 8:12,2018/8/8 8:44
26790667,"123.45634,41.742633","123.45602947041,41.743614593306","123.41366223385,41.740385040882","浑南四路|富腾A座西北侧,123.45597,41.74366","长白|中海国际社区4期,123.41474,41.74124",2018/8/8 16:29,2018/8/8 16:47
27104663,"123.334724,41.748188","123.33587322093,41.749530708751","123.27974192252,41.794487442324","城东湖|碧桂园银河城天域一期123号楼,123.335841,41.748816","沈阳市于洪区人民法院,123.279114,41.795237",2018/8/8 8:52,2018/8/8 9:18
27235789,"123.519443,41.753124","123.51852050781,41.75267171224","123.44502224392,41.801281195747","小哈津幼儿园-西北门,123.51922,41.75305","大西|天光社区,123.441602,41.797149",2018/8/8 11:00,2018/8/8 11:47
100849123,"123.437377,41.854612","123.43725004031,41.854707856787","123.41877540874,41.944484657817","客运出租公司-公交站,123.437406,41.854568","沈北新区|碧桂园·太阳城(西区),123.42106,41.94641",2018/8/8 23:30,2018/8/8 23:58
101583166,"123.460956,41.808227","123.46099882252,41.808316129015","123.42691395447,41.784593474197","大北|全季酒店(沈阳中街商业城店),123.460929,41.808507","十四纬路|美利坚合众国驻沈阳总领事馆,123.426623,41.78351",2018/8/8 10:12,2018/8/8 10:43
102223031,"123.400103,41.871804","123.40010429878,41.871893006017","123.41012303106,41.827104264392","怒江北街|阳光尚城一期-北门,123.40005,41.87188","黄河|经典生活-南门,123.41038,41.82714",2018/8/8 8:30,2018/8/8 9:04
103599131,"123.318577,41.772446","123.31862194953,41.772465846386","123.36095266465,41.774038327842","沈辽路|佰盛汽车维修,123.31864,41.772465","中国医科大学附属盛京医院滑翔院区,123.361926,41.773252",2018/8/8 7:24,2018/8/8 7:50
104137559,"123.410242,41.777496","123.41040068026,41.777462766516","123.3916333728,41.795208979807","南五马路|天都饭店-会议厅,123.41041,41.77741","胜利|沈阳站,123.39489,41.79457",2018/8/8 13:19,2018/8/8 13:33
106859173,"123.420845,41.787042","123.42083335715,41.786892969249","123.41418143196,41.857371325896","南五经街|沈阳市和平区城建局,123.4189,41.78783","北陵|陵西一小区,123.414,41.85795",2018/8/8 20:35,2018/8/8 21:15
107066804,"123.394075,41.688768","123.39350418128,41.687831264634","123.42192811852,41.686991037661","南京南街与青榆路交叉口对面,123.39352,41.688","辽宁省沈阳市浑南区白塔堡,123.42256,41.69424",2018/8/8 19:28,2018/8/8 19:40
107204047,"123.433007,41.811452","123.43285851708,41.811492109431","123.41518217988,41.81009248271","哈尔滨路|华府酒店,123.43273,41.8112","西塔|抚顺路19号,123.41508,41.80997",2018/8/8 21:59,2018/8/8 22:12
107986218,"123.456693,41.718738","123.45647941782,41.718415044994","123.4590458683,41.741462749573","世纪路|兴业银行(沈阳浑南新区支行)对面,123.45691,41.71822","浑南区|兴隆大奥莱A座奥特莱斯,123.45742,41.74188",2018/8/8 10:05,2018/8/8 10:21
109478388,"123.459908,41.793595","123.45997554087,41.793561731276","123.35525335039,41.782180069346","朝阳街与少帅府巷交叉口,123.460048,41.793636","兴华|万达广场(铁西店),123.359367,41.781558",2018/8/8 16:01,2018/8/8 17:02
110203532,"123.441654,41.791914","123.44169080584,41.790760581829","123.4079157108,41.801259441836","风雨坛|新天地超市(奉天街店),123.4417,41.79092","和平区|中国铁路沈阳局集团有限公司,123.406747,41.801877",2018/8/8 8:10,2018/8/8 8:34
110613362,"123.386423,41.773227","123.38654653619,41.773310403665","123.46153155106,41.735756372864","砂山|辽宁省高等级公路建设局,123.3865,41.77315","浑南区|万达广场(沈阳奥体店),123.4616,41.73615",2018/8/8 9:34,2018/8/8 10:03
110818115,"123.274435,41.766891","123.2757025467,41.765928274781","123.31298378126,41.765269302519","开发大路|广汽日野(沈阳)汽车有限公司,123.274764,41.767204","沈辽路|三隆春天酒店,123.313892,41.765691",2018/8/8 15:47,2018/8/8 16:02
111229042,"123.489329,41.836767","123.48975299961,41.836557621481","123.4305994739,41.790376784675","二台子|佳加幸福沈铁便利店,123.48964,41.83647","二经|大世界发廊,123.43077,41.79038",2018/8/8 20:09,2018/8/8 20:35
111432514,"123.409309,41.780033","123.40991413198,41.780019736021","123.42113026614,41.773006986774","省委-公交站,123.40995,41.77998","文化路|沈阳市少儿图书馆,123.42147,41.77312",2018/8/8 9:35,2018/8/8 9:53
111952780,"123.412724,41.734732","123.41328380737,41.73493473065","123.44340607779,41.824385146419","长白|滨河湾-东门,123.41293,41.73443","辽河|皇姑区人民政府,123.442723,41.82387",2018/8/8 8:51,2018/8/8 9:26
113113771,"123.359943,41.78188","123.35940263804,41.780788163845","123.46074113045,41.731645158218","沈辽中路|万达广场公寓C座,123.35933,41.78075","浑南区|华发·首府(东南2门),123.46042,41.7316",2018/8/8 21:33,2018/8/8 21:58
115238672,"123.398059,41.936941","123.40866783487,41.945770790682","123.58517244959,41.912756866695","蒲河路-地铁站,123.408585,41.9467","沈阳市沈北新区人民政府,123.584209,41.913071",2018/8/8 15:03,2018/8/8 15:35
116138459,"123.412455,41.797572","123.41182108299,41.79833890142","123.38328647898,41.814330519429","中山广场|中国医科大学附属口腔医院,123.4119,41.79872","铁西区|万达广场(沈阳北一路店),123.380082,41.813634",2018/8/8 16:38,2018/8/8 16:49
116296342,"123.376741,41.800226","123.37691221857,41.798155115018","123.34127384891,41.788728860098","云峰|万和郦景,123.376269,41.799198","保工|富海云天-南门,123.34479,41.78785",2018/8/8 15:12,2018/8/8 15:32
116456190,"123.369622,41.75244","123.36529485225,41.753137067455","123.39652981786,41.79053789007","城东湖|阳光100国际新城柏林翠庭-东门,123.36531,41.75278","胜利|温州城A4座,123.396331,41.79094",2018/8/8 20:31,2018/8/8 20:52
116760502,"123.485559,41.741975","123.487039232,41.743057304372","123.42865808698,41.759909291188","朗日街|中国邮政储蓄银行(浑南中路营业所)西北侧,123.48708,41.7426","三好街|五里河茶城,123.42865,41.75991",2018/8/8 8:43,2018/8/8 9:16
116792736,"123.484287,41.729754","123.48416158705,41.729695693053","123.44151124895,41.688336360932","汇泉东路|和顺坊嘉华老北京铜火锅,123.484472,41.729638","浑南区|尚盈·丽城,123.44163,41.68822",2018/8/8 23:05,2018/8/8 23:24
118242952,"123.455962,41.746392","123.45528316728,41.746524959271","123.42785203763,41.765528037119","浑南二路|DIMO数码魔力士润滑油(中国总部),123.45564,41.74659","文化路|百脑汇,123.42738,41.76488",2018/8/8 9:13,2018/8/8 9:44
119828404,"123.412752,41.822047","123.40834465745,41.819415965568","123.45246956198,41.817275355285","三洞桥|木兰河花园,123.40774,41.8194","联合路|中国建设银行(沈阳沈大支行),123.4525,41.81741",2018/8/8 7:11,2018/8/8 7:29
120280994,"123.487706,41.807118","123.48893163455,41.805824582722","123.47653406063,41.784683172183","东塔|龙之梦购物中心东南侧,123.4889,41.80716","万莲|明城花园-北门,123.4744,41.7853",2018/8/8 18:52,2018/8/8 19:06
120672240,"123.419806,41.786702","123.41957959506,41.786711432252","123.42008515671,41.816776172749","云集|百年王氏养生堂,123.419802,41.786824","皇姑区|天天特价粮油店,123.4201,41.81672",2018/8/8 21:45,2018/8/8 22:09
121213190,"123.205934,41.79398","123.20962855952,41.794036950405","123.25511146099,41.784457679476","金沙水木年华-东门,123.20972,41.79397","铁西区|弓匠小区(东门),123.2452,41.78074",2018/8/8 8:16,2018/8/8 8:35
121279470,"123.433513,41.801745","123.43164461252,41.798846361466","123.45159950253,41.746780863371","一经|高登大酒店,123.43104,41.79932","浑南区|记者公寓,123.45708,41.74532",2018/8/8 16:17,2018/8/8 16:42
121303913,"123.369315,41.793061","123.37025810734,41.793548095547","123.32621515793,41.790235384892","贵和|必胜客(鲁尔大厦店)对面,123.37007,41.79316","重工|铁西区人力资源市场(南十二西路),123.325887,41.790456",2018/8/8 13:48,2018/8/8 14:11
121795073,"123.41702,41.805916","123.4169409993,41.805819975506","123.40255090446,41.786653153843","北市场西-公交站附近,123.4172,41.80574","民主|沸腾鱼乡(和平店),123.40226,41.78562",2018/8/8 17:45,2018/8/8 18:08
122120284,"123.345892,41.822841","123.34628683937,41.824992495273","123.43270003916,41.79185067361","七路|万科·润园-北门,123.34653,41.82504","山东庙|爱康国宾体检(电业园北),123.43279,41.79189",2018/8/8 8:58,2018/8/8 9:42
122132647,"123.50851,41.742477","123.50761413322,41.742352011683","123.44505267455,41.761895084127","雁翎路|万科新里程-南门,123.50772,41.74243","五爱街|沈阳教育学院,123.444113,41.764188",2018/8/8 16:59,2018/8/8 17:16
122258312,"123.442135,41.732511","123.44168259046,41.733030183899","123.39668739672,41.745525050504","夹河街|首创·国际城-西北门,123.44178,41.73288","长白|沈阳和平呀咪口腔门诊部,123.397151,41.74523",2018/8/8 6:23,2018/8/8 6:41
122559090,"123.344543,41.820584","123.34158829892,41.818523179559","123.38774368147,41.801944252738","七路|万科·朗润园-东1门,123.34165,41.81962","霁虹|沈阳铁西华通一汽丰田特约店,123.38847,41.80175",2018/8/8 7:56,2018/8/8 8:18
123031931,"123.376718,41.79189","123.37695658776,41.791370871154","123.38538090576,41.775663618495","云峰|东环国际大厦B座,123.37702,41.79202","砂山|玉麟花园,123.38424,41.776",2018/8/8 20:47,2018/8/8 21:01
123230164,"123.517174,41.755791","123.51094036543,41.755657863306","123.43441985517,41.774735359915","南堤东路|金地棕榈岛西侧,123.51507,41.75704","文艺路|咖啡陪你(工业展览馆店),123.434312,41.774343",2018/8/8 9:43,2018/8/8 10:14
124279429,"123.429336,41.759801","123.4290970391,41.759319327291","123.49787796229,41.712506625633","世茂·五里河-西1门,123.42913,41.75913","浑南区|金水湾(西南门),123.49803,41.71254",2018/8/8 18:11,2018/8/8 18:48
124338186,"123.460089,41.789488","123.45984114056,41.788739618572","123.45872329533,41.803200882024","盛京银行(滨河支行),123.45985,41.78927","中街豫珑城,123.453983,41.803581",2018/8/8 13:28,2018/8/8 13:37
124372918,"123.422113,41.80544","123.42153531966,41.804393255764","123.48034427584,41.775827939985","市府大路|奉天邮务管理局旧址-西北门,123.421802,41.804542","泉园二路,123.476393,41.773117",2018/8/8 16:06,2018/8/8 16:35
124546383,"123.456395,41.77066","123.45641609986,41.770609025478","123.47062219868,41.801930175204","文化路|沈阳国际皮具城-东门,123.45634,41.77055","中街|泡面小食堂,123.470643,41.802262",2018/8/8 11:02,2018/8/8 11:27
124708943,"123.418562,41.824752","123.41862615066,41.824262446433","123.43255416723,41.779488631788","黄河|克莱斯特国际花园-南门,123.41883,41.82434","山东庙|万科·春河里,123.43253,41.77955",2018/8/8 12:47,2018/8/8 13:11
126011104,"123.377023,41.796169","123.377706977,41.796409776476","123.40932969835,41.795119628906","云峰|南风雅轩,123.37736,41.79594","中山广场|中国医科大学附属第一医院,123.411361,41.795556",2018/8/8 13:16,2018/8/8 13:39
126394538,"123.421108,41.687097","123.42166977398,41.686729718462","123.35470547168,41.648252484138","白塔堡|龙盛家园,123.421055,41.68705","苏家屯区|富城国际花园三期,123.35334,41.64757",2018/8/8 0:09,2018/8/8 0:24
126456100,"123.23909,41.785892","123.23891328768,41.785905193526","123.2483023252,41.743020664756","于洪区|一二一幼儿园,123.23902,41.78586","胜利|沈阳站,123.39489,41.79457",2018/8/8 20:40,2018/8/8 21:45
127068903,"123.456349,41.777846","123.52932777792,41.815238828921","123.4559656588,41.78433058963","沈河区|小耶鲁保利国际幼稚园,123.52946,41.815647","大南|小耶鲁幼稚园(小南街清泉巷),123.455999,41.784385",2018/8/8 13:56,2018/8/8 14:38
129398531,"123.45015,41.797025","123.45057535284,41.79659751882","123.4683871114,41.806499715673","中街|同泽女中,123.449953,41.796568","津桥|香檀1917,123.46835,41.80667",2018/8/8 8:39,2018/8/8 9:03
130465231,"123.258493,41.730371","123.25910523002,41.730745187743","123.24217442175,41.76517285162","开发二十一号路与中央南大街交叉口东南侧,123.25887,41.73095","于洪区|中央大街-C口,123.242213,41.764923",2018/8/8 16:33,2018/8/8 16:44
140960996,"123.38363,41.809872","123.38364010631,41.809883721239","123.41733477626,41.798325374828","霁虹|清颜堂专业祛痘(铁西店),123.38376,41.80982","中山路和平大街-公交站,123.41849,41.798595",2018/8/8 20:53,2018/8/8 21:07
141044343,"123.433753,41.807864","123.43350303362,41.808030158954","123.37351914475,41.813014526896","卓展购物中心沈阳店-南一门,123.4339,41.80796","肇工街北四路-公交站,123.33864,41.81265",2018/8/8 21:44,2018/8/8 22:12
141062516,"123.487583,41.787267","123.4879151942,41.787299171453","123.51758301551,41.806970454765","万莲|江东小区(西区),123.4875,41.78736","沈河区|沈阳市大东区教育局二0五幼儿园,123.51791,41.80698",2018/8/8 6:44,2018/8/8 6:56
141322504,"123.435919,41.800213","123.43547398786,41.80027216122","123.43848337605,41.776337296797","斗姆宫东巷|七星社区-西门,123.43561,41.80113","文艺路|汤城一品(地王国际花园店),123.438802,41.775662",2018/8/8 9:14,2018/8/8 9:29
141527193,"123.413681,41.810187","123.41310682509,41.810608995226","123.37870985243,41.815314941406","西塔小区-北门,123.41296,41.81065","铁西区|万达广场(沈阳北一路店),123.37861,41.81531",2018/8/8 8:14,2018/8/8 8:30
141963471,"123.426136,41.811864","123.42599265808,41.812038478129","123.38353969139,41.773263700761","北市|房联大厦,123.42505,41.81214","砂山|和平新居,123.383164,41.773632",2018/8/8 19:03,2018/8/8 19:27
142528988,"123.436498,41.811146","123.43648515069,41.811305903261","123.3674451821,41.761951742629","哈尔滨路|FTC金融中心购物广场,123.43666,41.81114","城东湖|沈阳于洪紫郡城惠民门诊,123.36735,41.76191",2018/8/8 22:34,2018/8/8 22:58
143231084,"123.432063,41.828105","123.43234442118,41.826248563413","123.42137509764,41.820526706526","白龙江街|沈阳天地-东门北侧,123.4322,41.82639","沈河区|丽枫酒店(沈阳北站市府广场店),123.431427,41.810005",2018/8/8 14:47,2018/8/8 15:08
143248341,"123.456541,41.845071","123.45688232422,41.84461968316","123.45498806424,41.828025987413","陵东|沈老头包子(鸭绿江街店),123.45673,41.84467","皇姑区|中远颐和丽园-南门,123.45492,41.82791",2018/8/8 10:20,2018/8/8 10:28
143549510,"123.378132,41.813423","123.37750320956,41.813816588374","123.41312078487,41.69353958471","北一中路|万达广场C(景星北街),123.37745,41.81384","浑南区|郡原小石城7期,123.41369,41.69367",2018/8/8 2:44,2018/8/8 3:13
145056539,"123.444979,41.830334","123.44474093967,41.828787163628","123.43159776476,41.830597330729","北塔|新新小区-北门,123.44471,41.8287","崇山|辽宁中医药大学附属医院,123.43054,41.831403",2018/8/8 18:54,2018/8/8 19:03
145418613,"123.369519,41.780658","123.36920166016,41.780702039931","123.40933051215,41.807454969618","腾飞一街|宏发国际名城-西1门,123.36917,41.7808","西塔|枣玛露炭火烧烤,123.409156,41.807365",2018/8/8 16:37,2018/8/8 17:08
145602564,"123.228513,41.788491","123.22861800126,41.788833935148","123.3354234764,41.749428239848","沈新西路|齐志物流,123.228283,41.788475","城东湖|碧桂园·银河城A区-西北门,123.33593,41.74906",2018/8/8 7:42,2018/8/8 8:16
145831111,"123.515858,41.833231","123.51647750211,41.833785622106","123.53253257415,41.802065513687","东北大马路|宝盛园-西北门,123.51652,41.83372","沈河区|保利·海上五月花,123.53351,41.80127",2018/8/8 8:07,2018/8/8 8:34
110391853756,"123.375219,41.781683","123.37639621505,41.781984867256","123.3878579181,41.750192282611","兴工|如约庆典传媒(沈辽东路店),123.37543,41.78201","嘻游纪亲子水世界(长白浑河天地店),123.39088,41.7517",2018/8/8 8:12,2018/8/8 8:33
140657951421,"123.464336,41.78715","123.46427597631,41.787035410897","123.44593650053,41.764745522838","东滨河路/热闹路(路口)西南侧,123.46443,41.78697","南塔|文萃路58号,123.44589,41.76487",2018/8/8 12:03,2018/8/8 12:15
144986211003,"123.433286,41.778384","123.43346152489,41.778522644517","123.42430744485,41.812132264253","华润中心北-公交站路北,123.43352,41.77851","北市|和平区人力资源和社会保障局,123.424519,41.812351",2018/8/8 14:14,2018/8/8 14:47
226016043708,"123.496584,41.750732","123.49572282439,41.7511516958","123.45935595737,41.718992408057","南堤中路|华润·奉天九里-北门,123.49557,41.75108","浑南区|二十一世纪大厦,123.460571,41.718471",2018/8/8 4:58,2018/8/8 5:12
227995882172,"123.461941,41.736118","123.46145478345,41.73693611282","123.43558786035,41.816692174903","金卡路/天坛南街(路口)北侧,123.46171,41.73616","沈阳北站|沈阳火车北站南广场,123.43721,41.81764",2018/8/8 14:57,2018/8/8 15:29
251528684222,"123.460047,41.747711","123.4690087867,41.745432872362","123.4690087867,41.745432872362","天坛南街|沈阳五里河建设发展有限公司附近,123.46015,41.74813","浑南区桃仙乡沈丹高速公路第一路口沈阳桃仙国际机场T3航站楼|沈阳桃仙国际机场T3候机楼国内出发,123.492716,41.634005",2018/8/8 12:12,2018/8/8 12:25
259718845116,"123.434714,41.75692","123.43817745865,41.754474473175","123.40290591254,41.868916545653","青年大街|沈阳皇朝万鑫酒店,123.4375,41.75439","崇山|辽宁中医药大学附属医院,123.43054,41.831403",2018/8/8 11:22,2018/8/8 12:04
304130949819,"123.425882,41.759304","123.42585449219,41.759405924479","123.37514973958,41.807515733507","三好街|鸥迪足道(三好店),123.425,41.759084","铁西区|星摩尔沈阳购物广场,123.376379,41.808561",2018/8/8 18:42,2018/8/8 19:19
309748368060,"123.261509,41.744145","123.26281284578,41.743731747952","123.24262463527,41.743704321637","沈辽路|乾昆发(新庭家园北),123.26293,41.74373","沈辽路|三一新境界-西门,123.24277,41.74362",2018/8/8 22:52,2018/8/8 23:02
321778352828,"123.460603,41.802764","123.46054220004,41.802448913898","123.35358213501,41.864661795255","中街|沈阳茂业华美达广场酒店(原沈阳天伦瑞格酒店),123.460843,41.802222","和平区|沈阳中山皇冠假日酒店,123.40811,41.794348",2018/8/8 15:44,2018/8/8 16:38
383149875901,"123.437696,41.812018","123.43741027668,41.810810286973","123.41890752864,41.758011459404","哈尔滨路|一家春酒楼,123.43749,41.81083","和平区|朗悦居,123.41791,41.7574",2018/8/8 21:37,2018/8/8 22:03
386008945340,"123.432185,41.765194","123.43182271366,41.765275112829","123.46382005105,41.769100077171","文化路|昌鑫置地广场,123.432185,41.765194","沈河区|第五大道花园,123.46287,41.768223",2018/8/8 15:23,2018/8/8 15:40
405628195521,"123.431261,41.825641","123.43232942207,41.82577623105","123.42120287346,41.79749457706","北陵大街|层峰34座,123.43154,41.82634","八经街15号,123.42123,41.79743",2018/8/8 19:12,2018/8/8 19:29
415397053117,"123.51029,41.816374","123.51068055697,41.815965493868","123.45683666015,41.810535156041","新东|民贵家园东门-人行门,123.5107,41.81596","小北|小马英语,123.45719,41.81009",2018/8/8 12:12,2018/8/8 12:31
428672549563,"123.405846,41.791009","123.33076796898,41.754754621031","123.40589198377,41.790934327734","城东湖|碧桂园.星荟(西北门),123.331314,41.75448","和平区|汪正影业VIP会员中心,123.405781,41.790932",2018/8/8 15:10,2018/8/8 15:40
511375839931,"123.49023,41.741365","123.49151664868,41.742373316238","123.44098849266,41.796333908131","浑南中路|金利花园-西北门,123.49047,41.74216","风雨坛|顺风宾馆,123.44185,41.78429",2018/8/8 4:55,2018/8/8 5:20
548361339579,"123.19575,41.799517","123.19716671409,41.797243405128","123.25007001244,41.794892761028","新岭路|俪锦城屿澜湾-南门东南侧,123.19704,41.7972","铁西区|陆港物流园-2号门,123.25074,41.79224",2018/8/8 10:27,2018/8/8 10:46
554396357307,"123.392938,41.865654","123.3932215751,41.865287824472","123.44609677872,41.835470527266","阳光生活超市(怒江北街店),123.39359,41.86573","陵东|辽宁工会大厦,123.449852,41.834116",2018/8/8 6:29,2018/8/8 6:54
581735621311,"123.441319,41.726474","123.44046937331,41.726976351118","123.39155832145,41.795100532316","华园东路|锦园-西门,123.44046,41.72694","胜利|沈阳站(西售票处),123.392776,41.794997",2018/8/8 12:52,2018/8/8 13:27
601934070459,"123.385789,41.853729","123.38893014155,41.833168816645","123.38704289139,41.854390902798","塔湾|心海阳光(南门),123.388982,41.83323","白山路|四季花城(北3门),123.38704,41.85443",2018/8/8 20:45,2018/8/8 21:00
633197691579,"123.430701,41.784808","123.43071268707,41.784769240334","123.43239342046,41.776751469246","二经|雀友棋牌汇(沈河旗舰店),123.430777,41.784962","文化路|沈阳药科大学,123.445798,41.768477",2018/8/8 1:00,2018/8/8 1:15
640004072123,"123.489561,41.837022","123.48961756295,41.836547611397","123.47157437839,41.793644751719","二台子|万恒愿景,123.48964,41.83647","万泉|辽宁省肿瘤医院-西门,123.471877,41.793949",2018/8/8 14:01,2018/8/8 14:21
662014788283,"123.22424,41.757617","123.22539098464,41.757320207039","123.35755128073,41.780501309731","远大集团,123.22537,41.75746","铁西区|远大家园二期,123.246755,41.74753",2018/8/8 16:12,2018/8/8 16:55
662467584699,"123.450174,41.776987","123.44994791265,41.776941068223","123.46925464534,41.735952001362","文艺路|沈河区儿童青少年近视预防控制中心,123.44997,41.77695","浑南区|南奥国际,123.468682,41.737051",2018/8/8 12:22,2018/8/8 12:40
694056194747,"123.526578,41.938344","123.5233665582,41.938765036719","123.48139981592,41.860712643673","辽宁移动培训中心-西北门,123.52677,41.93831","大东区|东方·欧博城运动会所,123.480647,41.861004",2018/8/8 2:09,2018/8/8 2:29
784166228669,"123.386776,41.745276","123.38686494354,41.74546949542","123.40524667107,41.793552075215","麦当劳(长白西路店),123.38688,41.74541","太原街|积水住宅裕沁府,123.40538,41.79349",2018/8/8 16:07,2018/8/8 16:30
787110367931,"123.350585,41.786863","123.35026658958,41.786492407752","123.37455791361,41.781960036911","兴顺|保工怡园-东二门,123.35038,41.78639","兴工|金辉宾馆(沈辽东路店),123.374423,41.782706",2018/8/8 22:32,2018/8/8 22:48
795033801405,"123.455339,41.802479","123.45381905094,41.801553402942","123.46780485492,41.816081955573","欧罗巴(中街店),123.45385,41.80162","大北|枫合万嘉-三期,123.467694,41.817401",2018/8/8 21:29,2018/8/8 21:50
801149817532,"123.488199,41.79633","123.48804280599,41.796395128038","123.5056258138,41.745231662326","长安|德啤烤肉黎明店,123.4881,41.79671","浑南区|塞纳家园(东南门),123.50563,41.74513",2018/8/8 21:57,2018/8/8 22:20
812242576062,"123.2016,41.764034","123.201474528,41.763622171497","123.40856497463,41.7942579056","开发大路|特变电工东北输变电科技产业园,123.20151,41.76341","和平区|沈阳中山皇冠假日酒店,123.40837,41.79417",2018/8/8 20:21,2018/8/8 21:14
830750593723,"123.416074,41.773147","123.41637143732,41.772739820586","123.42488097886,41.773735816973","南湖|湖畔佳园-西门,123.41576,41.77356","文化路|中国医科大学附属盛京医院南湖院区-西门,123.42482,41.77367",2018/8/8 10:30,2018/8/8 10:59
839805702844,"123.476768,41.774828","123.47718238545,41.774356981634","123.4647551521,41.750560911693","泉园街道清泉社区,123.47715,41.77436","浑南区|曙光大厦C座,123.46427,41.7498",2018/8/8 8:04,2018/8/8 8:21
841880838844,"123.382126,41.813786","123.38209591888,41.814219674244","123.38088611441,41.797078430478","北一中路|北一路万达广场-1号门,123.38147,41.813843","云峰北街-地铁站,123.38054,41.79641",2018/8/8 19:55,2018/8/8 20:04
845803758267,"123.442076,41.681983","123.44254645745,41.681762034742","123.55707790818,41.695525732943","盛融万恒·府城铭邸一期(东门),123.44218,41.68183","浑南区|孙家寨村,123.54178,41.70213",2018/8/8 6:36,2018/8/8 7:29
847386710715,"123.425439,41.8317","123.42535563151,41.831497938368","123.42000515408,41.818671603733","凯悦花园-西门,123.42543,41.83148","黄河|沈阳市第四人民医院-眼科,123.419548,41.818922",2018/8/8 15:50,2018/8/8 15:59
849443230395,"123.398764,41.754179","123.39854690738,41.754404977792","123.39842074886,41.770726088373","长白|沈阳业之峰装饰有限公司西侧,123.3985,41.7541","集贤|辽宁省建筑设计研究院,123.398549,41.771598",2018/8/8 0:01,2018/8/8 0:12
